jurisdiction,permit_number,application_date,issue_date,expiration_date,status,address,city,state,zip_code,parcel_number,permit_type,permit_subtype,work_description,project_value,square_footage,contractor_name,contractor_company,applicant_name,owner_name,business_name,architect,engineer,source_record_url,source_dataset_url,date_collected
City of Lakeland,BLD26-03956,2026-07-06,,,,4816 LAKELAND HARBOR CIR,LAKELAND,FL,33805,142277,Permit,Roof,4816 LAKELAND HARBOR CIR tear off and re roof,2200.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03962,2026-07-06,,,,1613 CAMPHOR DR,LAKELAND,FL,33803,6454,Permit,Plumbing,PP INSP - 2237210 - PLUMBING,1976.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03965,2026-07-06,,,,963 LAKELAND PARK CENTER DR,LAKELAND,FL,33809,225431,Permit,Sign,Ground Sign-Directional Monument #2,5500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03973,2026-07-07,,,,311 PUEBLO TRL,LAKELAND,FL,33803,54690,Permit,Roof,REROOF,7378.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03975,2026-07-07,,,,1711 WILSHIRE CT,LAKELAND,FL,33813,89833,Permit,Roof,FLAT ONLY- REROOF W/ MOD RUBBER ROOF SYSTEM/1654-R44,5825.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03976,2026-07-07,,,,3260 NEW TAMPA HWY,LAKELAND,FL,33815,116928,Permit,Roof,Publix Bakery Plant 6,132803.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03980,2026-07-07,,,,4460 FLORIDA NATIONAL DR,LAKELAND,FL,33813,22728,Permit,Roof,Partial Re-roof,8650.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03982,2026-07-07,,,,3935 ROLLINGSFORD CIR,LAKELAND,FL,33810,160519,Permit,Roof,Re-roof,11250.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03989,2026-07-07,,,,5903 NORTH FORK CT,LAKELAND,FL,33809,47573,Permit,Building Residential,GARAGE DOOR REPLACEMENT - SAME SIZE,2275.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03990,2026-07-07,,,,3105 JUNCTION CIR,LAKELAND,FL,33805,147438,Permit,Building Residential,PP REV & INSP- 3105 JUNCTION CIR PP REVS & INSP - Replace 5 Windows size for size,4478.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03992,2026-07-07,,,,1000 LONGFELLOW BLVD,LAKELAND,FL,33801,117374,Permit,Plumbing,Sewer Line Replacement,4361.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04000,2026-07-07,,,,2912 SANCTUARY CIR,LAKELAND,FL,33803,183398,Permit,Mechanical,a/c equal change out,8982.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04001,2026-07-07,,,,911 QUINCY ST # 406,LAKELAND,FL,33815,176326,Permit,Mechanical,2 Ton Equal Change Out,2825.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04002,2026-07-07,,,,5115 SOCRUM LOOP RD N # 52,LAKELAND,FL,33809,65331,Permit,Mechanical,2 Ton Equal Change Out,2575.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04007,2026-07-07,,,,1011 FLORIDA AVE S,LAKELAND,FL,33803,21671,Permit,Mechanical,HVAC Changeout,10000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04012,2026-07-07,,,,806 13TH ST W,LAKELAND,FL,33805,116053,Permit,Building Residential,New single family House,125000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03849,2026-06-30,,,,1204 ROBINSWOOD CT N,LAKELAND,FL,33813,61144,Permit,Mechanical,REPLACE 5 TON HEAT PUMP SPLIT SYSTEM,9450.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03850,2026-06-30,,,,817 WOODMONT LN,LAKELAND,FL,33813,75143,Permit,Pool,817 WOODMONT LN PP REVS & INSP - Residential pool remodel,76000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03852,2026-06-30,,,,3229 CARLETON CIR W,LAKELAND,FL,33803,6916,Permit,Mechanical,Change out 2.5 ton 13.4 seer2 packaged unit,6100.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03855,2026-06-30,,,,1861 FERN RD E,LAKELAND,FL,33801,83166,Permit,Mechanical,REPLACE 2.5 TON HEAT PUMP SPLIT SYSTEM,7275.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03858,2026-06-30,,,,2109 BLUE HIGHLANDS DR,LAKELAND,FL,33811,222193,Permit,Building Residential,Installation of a new pergola with an insulated roof and screen enclosure.,14350.0,,,,Cesar Enrique Corredor,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03863,2026-06-30,,,,850 CENTRAL PARKE CIR # 108,LAKELAND,FL,33805,137957,Permit,Mechanical,1.5 Ton Equal Change Out,1475.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03866,2026-06-30,,,,3844 GOLF VILLAGE LOOP,LAKELAND,FL,33809,156085,Permit,Building Commercial,Exterior balcony and siding repairs,4000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03877,2026-06-30,,,,204 ORANGE ST E # 102,LAKELAND,FL,33801,234411,Permit,Sign,“Alltek” Face Change,1000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03878,2026-06-30,,,,1445 LOTELA AVE,LAKELAND,FL,33805,40307,Permit,Building Residential,premanufactured shed,3700.0,,,,Diane Robinson,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03882,2026-06-30,,,,915 PROVIDENCE RESERVE LOOP # 101,LAKELAND,FL,33805,130159,Permit,Mechanical,HVAC system change out like for like.,4100.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03890,2026-07-01,,,,4105 COBBLESTONE DR,LAKELAND,FL,33813,138096,Permit,Building Residential,Remove and replace 7 windows size for size,9611.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03896,2026-07-01,,,,912 PARKER ST E,LAKELAND,FL,33801,51715,Permit,Building Commercial,Interior renovations.,10000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03898,2026-07-01,,,,3342 HIGHLAND FAIRWAYS BLVD,LAKELAND,FL,33810,98700,Permit,Building Residential,change out windows,4000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03906,2026-07-02,,,,208 POINSETTIA ST E,LAKELAND,FL,33803,85639,Permit,Mechanical,Replace 3ton system- no new duct,7521.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03922,2026-07-02,,,,1538 HEATHER HILL DR,LAKELAND,FL,33810,157351,Permit,Roof,1538 HEATHER HILL DR PP REVS & INSP: METAL,7785.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03923,2026-07-02,,,,4450 HORSE CREEK LN,LAKELAND,FL,33811,244743,Permit,Mechanical,AC CHANGE OUT,4000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03926,2026-07-02,,,,1104 LAKESHORE DR,LAKELAND,FL,33805,81517,Permit,Building Residential,Convert existing detch garage into 82 sq ft Adu,45000.0,,,,Gregory Henry,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03930,2026-07-03,,,,301 PATTEN HEIGHTS ST,LAKELAND,FL,33803,52006,Permit,Mechanical,Change out A/C & D/W,7155.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03958,2026-07-06,,,,103 JUANITA PEARL ST,LAKELAND,FL,33805,199264,Permit,Plumbing,Sewer Cap,100.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03959,2026-07-06,,,,106 BERT ST,LAKELAND,FL,33805,199243,Permit,Plumbing,Sewer Cap,100.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03966,2026-07-06,,,,3582 RAINTREE CT,LAKELAND,FL,33803,55008,Permit,Building Residential,Remove and replace 1 Sliding Door size for size,6443.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03968,2026-07-07,,,,6256 SANDPIPERS DR,Lakeland,FL,33809,77392,Permit,Building Residential,"Replace 17 windows and 1 mullion, size for size.",14620.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03969,2026-07-07,,,,1522 EDGEWATER BEACH DR,LAKELAND,FL,33805,17567,Permit,Building Residential,"Replace 3 windows, size for size.",2600.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03970,2026-07-07,,,,1793 ASHWORTH LOOP,LAKELAND,FL,33810,160655,Permit,Mechanical,Mechanical 2.5 Ton HVAC replacement,7500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03971,2026-07-07,,,,3350 MALL HILL DR,LAKELAND,FL,33810,134369,Permit,Mechanical,REPLACE 2.5 TON AIR HANDLER ONLY,4200.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03977,2026-07-07,,,,718 TERRACE GARDENS LN,LAKELAND,FL,33815,189936,Permit,Mechanical,CHANGE OUT EXISTING,6200.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03978,2026-07-07,,,,311 PUEBLO TRL,LAKELAND,FL,33803,54690,Permit,Roof,detached building reroof,1522.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03984,2026-07-07,,,,6339 EGRET DR,LAKELAND,FL,33809,18452,Permit,Electrical,Home Electrical Improvement,4800.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03985,2026-07-07,,,,846 ORANGE ST E,LAKELAND,FL,33801,50379,Permit,Building Residential,Replace exterior doors,2000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03986,2026-07-07,,,,985 SUMMERFIELD DR,LAKELAND,FL,33803,129627,Permit,Building Residential,Replace 19 Windows,7490.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03987,2026-07-07,,,,1606 LINCOLN AVE S,LAKELAND,FL,33803,39336,Permit,Roof,SFR REROOF,9320.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03991,2026-07-07,,,,1000 LONGFELLOW BLVD,LAKELAND,FL,33801,117374,Permit,Plumbing,Water Heater Install,1703.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03993,2026-07-07,,,,1000 LONGFELLOW BLVD,LAKELAND,FL,33801,117374,Permit,Plumbing,Water Lines,1223.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03994,2026-07-07,,,,1613 CAMPHOR DR,LAKELAND,FL,33803,6454,Permit,Electrical,Virts EL WORK,7086.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03998,2026-07-07,,,,202 PATTERSON ST W,LAKELAND,FL,33803,115429,Permit,Roof,sfr reroof,8000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04003,2026-07-07,,,,5115 SOCRUM LOOP RD N # 178,LAKELAND,FL,33809,155890,Permit,Mechanical,2 Ton Equal Change Out,2575.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04009,2026-07-07,,,,1836 CRYSTAL LAKE DR N # 108,LAKELAND,FL,33801,13775,Permit,Mechanical,Replace 3 ton system,10263.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-04011,2026-07-07,,,,4023 GLEN-GARRY RD E,LAKELAND,FL,33813,25292,Permit,Electrical,PP REV & INSP- wire barn,2000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03851,2026-06-30,,,,1920 EDGEWOOD DR E # D-5,LAKELAND,FL,33803,17854,Permit,Building Residential,"Replace 5 windows and 1 mullion, size for size.",4710.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03853,2026-06-30,,,,5201 GATEWAY BLVD # 36-40,LAKELAND,FL,33811,218025,Permit,Sign,Install Dimensional Logo on the wall,3214.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03857,2026-06-30,,,,3910 BENT TREE LOOP E,LAKELAND,FL,33813,3560,Permit,Building Residential,PP INSP - REPLACING 3 WINDOWS SIZE FOR SIZE,8070.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03864,2026-06-30,,,,3625 NEW JERSEY RD # 175,LAKELAND,FL,33803,160969,Permit,Mechanical,2 Ton Equal Change Out,1475.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03867,2026-06-30,,,,3852 GOLF VILLAGE LOOP,LAKELAND,FL,33809,156086,Permit,Building Commercial,Exterior balcony and siding repairs,4000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03868,2026-06-30,,,,3334 CUP DR,LAKELAND,FL,33803,255189,Permit,Building Residential,3334 CUP DR Grasslands West: New Single Family Residence Lot 22,184320.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
City of Lakeland,BLD26-03869,2026-06-30,,,,3551 ASHLING DR,LAKELAND,FL,33803,91861,Permit,Building Residential,PP REVS & INSP - Replace 7 Windows size for size,8900.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T14:20:53Z
