jurisdiction,permit_number,application_date,issue_date,expiration_date,status,address,city,state,zip_code,parcel_number,permit_type,permit_subtype,work_description,project_value,square_footage,contractor_name,contractor_company,applicant_name,owner_name,business_name,architect,engineer,source_record_url,source_dataset_url,date_collected
City of Lakeland,BLD26-04048,2026-07-09,,,,611 FOREST LAKE DR,LAKELAND,FL,33809,22820,Permit,Building Residential,Remove Aluminum Cabana screen room and rebuild new Aluminum Screen room to Current Florida Building,31662.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04049,2026-07-09,,,,3400 UNIVERSITY BLVD,Lakeland,FL,33805,215063,Permit,Electrical,Temp power industrial park construction (at Park 4),2499.0,,,,L C ELECTRIC INC (EC13013751),,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04052,2026-07-09,,,,3291 CUP DR,LAKELAND,FL,33803,255243,Permit,Building Residential,3291 CUP DR Grasslands West: New Single Family Residence Lot 60,227040.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04069,2026-07-10,,,,1971 LONG BOAT DR,LAKELAND,FL,33810,39946,Permit,Roof,Reroof house with shingles,7975.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04076,2026-07-10,,,,2116 BASSEDENA CIR E,LAKELAND,FL,33805,2578,Permit,Mechanical,ECO HVAC AND DUCTWORK REPLACEMENT,14999.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04082,2026-07-10,,,,1928 BRUCE ST,LAKELAND,FL,33801,5468,Permit,Mechanical,HVAC CHANGE OUT,26888.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04087,2026-07-10,,,,4367 RIVER BIRCH BND,Lakeland,FL,33811,273922,Permit,Building Residential,PP INSP - LOT 129 / SFR / LAKESIDE PRESERVE PH 2,101160.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04089,2026-07-10,,,,4816 PILGRIM LN,LAKELAND,FL,33810,79309,Permit,Mechanical,New 2 ton A/C and 3 ton change out,4875.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04017,2026-07-08,,,,4224 STAFFORDSHIRE DR,LAKELAND,FL,33809,79505,Permit,Building Residential,PP REVS & INSP - Replace 2 Doors size for size,6500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04018,2026-07-08,,,,3440 WHITMAN CIR,LAKELAND,FL,33803,92005,Permit,Plumbing,Repipe,4500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04020,2026-07-08,,,,2321 HONEY DR,LAKELAND,FL,33801,31259,Permit,Roof,new roof,4800.0,,,,Anna Branch,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04021,2026-07-08,,,,6204 CRANE DR,LAKELAND,FL,33809,77489,Permit,Roof,Re-Roof,12350.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04032,2026-07-08,,,,1122 HALLAMWOOD CT,LAKELAND,FL,33813,27673,Permit,Building Residential,PP INSP- Remove and replace 9 windows and 2 doors.,49409.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04034,2026-07-08,,,,1109 HALLAM DR,LAKELAND,FL,33813,89297,Permit,Building Residential,Backyard shed,4000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04036,2026-07-08,,,,223 VALENCIA ST W,LAKELAND,FL,33805,116198,Permit,Roof,Re-Roof,11500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04037,2026-07-08,,,,4355 CORPORATE AVE # 106,LAKELAND,FL,33809,128983,Permit,Mechanical,2-ton equal change out. air handler and condenser.,1465.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04041,2026-07-09,,,,730 ERIE CT,LAKELAND,FL,33803,151013,Permit,Building Residential,PP REV & INSP- Replace 5 Windows and 1 Door Size for Size,7000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04044,2026-07-09,,,,2232 JONILA AVE,LAKELAND,FL,33803,33914,Permit,Mechanical,REPLACE 3 TON STRAIGHT COOL SPLIT SYSTEM,6800.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04045,2026-07-09,,,,2435 TAHOE DR,LAKELAND,FL,33805,166943,Permit,Pool,2435 TAHOE DR New Swimming Pool and Spa,119400.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04047,2026-07-09,,,,603 SAGAMORE ST,LAKELAND,FL,33803,62373,Permit,Mechanical,PP INSP - HVAC,14813.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04054,2026-07-09,,,,235 FLORIDA AVE N,LAKELAND,FL,33801,20844,Permit,Building Commercial,Remodel and Renovation,3400000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04059,2026-07-09,,,,930 PROVIDENCE RESERVE LOOP # 201,LAKELAND,FL,33805,142127,Permit,Plumbing,Water Heater Replacement,955.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04062,2026-07-09,,,,1880 CRYSTAL LAKE DR N # 35,LAKELAND,FL,33801,13825,Permit,Roof,REROOF,20000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04065,2026-07-09,,,,1854 CASCO ST,LAKELAND,FL,33801,7532,Permit,Building Residential,Replace 2 Wire Branch Circuits,2500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04066,2026-07-09,,,,3316 FLORIDA AVE N,LAKELAND,FL,33805,21295,Permit,Building Residential,PP REVS & INSP - renovating per plan,50000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04071,2026-07-10,,,,3430 UNIVERSITY BLVD,Lakeland,FL,33805,268126,Permit,Electrical,temp pole for industrial park construction site.,2499.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04079,2026-07-10,,,,1911 HALLAM DR,LAKELAND,FL,33813,89710,Permit,Roof,Re-Roof,21150.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04083,2026-07-10,,,,222 EDGEWOOD DR E,LAKELAND,FL,33803,17575,Permit,Roof,New Roof Install,5500.0,,,,brandin pettersen,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04084,2026-07-10,,,,1479 TOWN CENTER DR,LAKELAND,FL,33803,160783,Permit,Sign,"Installation of one (1) new illuminated, flush-mounted front-lit channel letter wall sign",1000.0,,,,Kaitlin Williams,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04086,2026-07-10,,,,4936 RIVER BIRCH BND,Lakeland,FL,33811,278518,Permit,Building Residential,PP INSP- LOT 245 / SFR / LAKESIDE PRESERVE PH 2,132120.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04090,2026-07-12,,,,3625 NEW JERSEY RD # 149,LAKELAND,FL,33803,123664,Permit,Mechanical,1.5-Ton equal change out. Air handler and condenser.,1465.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T20:42:55Z
City of Lakeland,BLD26-04091,2026-07-12,,,,3625 NEW JERSEY RD # 156,LAKELAND,FL,33803,123671,Permit,Mechanical,1.5-Ton equal change out. Air handler and condenser.,1465.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-14T13:28:13Z
Hernando County,0501564,,2024-06-13,,I,,,FL,,947792,ROOF REPLACEMENT,RFRP,ROOF REPLACEMENT,19736.0,,,,WELDER GARRY D,WELDER GARRY D,,,,,https://services2.arcgis.com/x5zvhhxfUuRDntRe/arcgis/rest/services/HernandoBuilders/FeatureServer/63,2026-07-13T20:52:08Z
City of Tampa,BDE-26-0445661,2026-06-29,2026-07-08,,Issued,308 N  Habana Ave,Tampa,FL,33609,,Residential Demolition Permit,Residential,TOTAL DEMO OF A ONE STORY SFR WITH ATTACHED WOOD UTILITY SHED. NEW CONSTRUCTION OF A SFR WILL BE BUILT AFTER DEMO IS COMPLETE,,0.0,,,,,DEMO SFR,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01UXT&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-13T21:07:09Z
City of Tampa,BLD-26-0521382,2025-12-22,2026-07-08,,Revision,4200   George J Bean Pkwy,Tampa,FL,33607,,Commercial Building Alterations (Renovations),Residential,"public spaces renovations. Interior renovation to include: Mechanical, Electrical, Plumbing, Building and Fire",,0.0,,,,,THRESHOLD: Interior Remodel (TAMPA AIRPORT MARRIOTT),,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02ZHS&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-13T21:07:09Z
City of Tampa,BLD-22-0490418,2022-01-31,2026-07-08,,Revision,4732 N  Dale Mabry Hwy,Tampa,FL,33614,,Commercial New Construction and Additions,Assembly,"Construct site/foundation for new Starbucks building with associated parking, utilities and landscaping",,3155.0,,,,,STARBUCKS: Site/Foundation,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=22CAP&capID2=00000&capID3=005QR&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-13T21:07:09Z
City of Tampa,BLD-25-0514567,2025-03-06,2026-07-08,,Revision,2520 W  Hillsborough Ave,Tampa,FL,33614,,Commercial Building Alterations (Renovations),Mercantile,"REACTIVATED - COMMERCIAL TENANT IMPROVEMENT WITHIN THE EXISTING STRUCTURE LOCATED AT 2520 W HILLSBOROUGH AVE, TAMPA, FL 33614. THE SPACE OPERATES AS A COMMERCIAL TENANT IMPROVEMENT WITHIN THE EXISTING STRUCTURE. PROJECT SCOPE INCLUDES INSTALLATION OF EQUIPMENT FOR FOOD PREPARATION ACTIVITY",,0.0,,,,,REACTIVATED - Interior renovation - Arch and MEPs,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=00E1Y&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-13T21:07:09Z
City of Lakeland,ADU26-003,2026-07-08,,,,1109 HALLAM DR,LAKELAND,FL,33813,89297,Project,Accessory Dwelling Unit,Backyard shed,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,CPT26-066,2026-07-10,,,,804 CUMBERLAND ST,LAKELAND,FL,33801,14112,Project,Concept Plan,Donna Steadham,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,CPT26-067,2026-07-10,,,,120 MEMORIAL BLVD W,LAKELAND,FL,33815,114640,Project,Concept Plan,Take 5 Lakeland,,,,,allison haire,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,CPT26-069,2026-07-10,,,,1050 SHARON DR,LAKELAND,FL,33809,63927,Project,Concept Plan,Sharon Drive Laundromat & Retail,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,ADU26-004,2026-07-11,,,,3425 HWY 98  N,LAKELAND,FL,33809,102726,Project,Accessory Dwelling Unit,Travelodge,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,CPT26-070,2026-07-10,,,,3900 DON EMERSON DR,LAKELAND,FL,33811,136852,Project,Concept Plan,Lakeland Linder International Airport Holdroom Expansion,,,,,Christopher Stinson,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,CUP26-007,2026-07-08,,,,1205 MAYFLOWER DR,LAKELAND,FL,33810,43237,Project,Conditional Use Permit,Conditional Use Permit - 1205 Mayflower Dr,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,CPT26-068,2026-07-10,,,,4020 PIPKIN RD W,Lakeland,FL,33811,284762,Project,Concept Plan,Pipkin and Medulla Gas Station,,,,,Jason Bullard,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,HPB26-113,2026-07-09,,,,810 INGRAHAM AVE S,LAKELAND,FL,33801,84385,Project,Historic Preservation,Fence Remove and Replace,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,HPB26-111,2026-07-08,,,,312 ARIANA ST,LAKELAND,FL,33803,932,Project,Historic Preservation,Ariana Lofts,,,,,Bridgette Donahue,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Lakeland,HPB26-112,2026-07-09,,,,907 VISTABULA ST,LAKELAND,FL,33801,84121,Project,Historic Preservation,Fence Replacement,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-13T21:07:09Z
City of Tampa,BDE-26-0445609,2026-06-08,2026-07-10,,Issued,4216 N  Manhattan Ave,Tampa,FL,33614,,Residential Demolition Permit,Residential,Demolition of a single family residence.,,0.0,,,,,DEMO SFR,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00WEL&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-14T13:28:13Z
City of Tampa,BDE-26-0445664,2026-06-29,2026-07-13,,Issued,7314 S  Sherrill St,Tampa,FL,33616,,Residential Demolition Permit,Residential,Demolition of Single family House,,0.0,,,,,DEMO SFR,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01V44&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-14T13:28:13Z
City of Tampa,BLD-23-0499317,2023-03-01,2026-07-13,,Revision,1015 E  Hillsborough Ave,Tampa,FL,33604,,Commercial New Construction and Additions,Assembly,"Salem's Fresh Eats - OFFICES. This building will serve as an office building for the brand Salem's Fresh Eats, being constructed alongside the other buildings of this address, providing office space for company management. The building will also feature three additional spaces to be leased to retail",,7347.0,,,,,Salem's office Bldg,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=00BYV&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-14T13:28:13Z
City of Tampa,BLD-24-0510134,2024-07-09,2026-07-10,,Issued,4206 E  Chelsea St,Tampa,FL,33610,,Commercial Building Alterations (Renovations),Mercantile,"REACTIVATED - SCOPE OF WORK: EXISTING CONVENIENT STORE WITH MINOR (REPLACE AND REPAIR INTERIOR DRYWALL.) A NEW ELECTRICAL, PLUMBING AND MECHANICAL: AND ALSO ADD NEW ELECTRICAL PANEL, HC RESTROOM. Original Application Date 7/9/2024",,0.0,,,,,REACTIVATED - ** ATF CMP-24-0009055**,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=01YT6&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-14T13:28:13Z
City of Tampa,BLD-24-0510571,2024-07-29,2026-07-13,,Revision,1302 E  2nd Ave,Tampa,FL,33605,,Commercial New Construction and Additions,Residential,THRESHOLD *PRIVATE PROVIDER: PLAN REVIEW AND INSPECTIONS* *FEMA SFHA: LIMITED PRIVATE PROVIDER - PLAN REVIEW AND INSPECTIONS. CITY OF TAMPA WILL TAKE LEAD ON REVIEWS FOR ALL ITEMS UP TO THE REQUIRED DFE AND INSPECTIONS UP TO REQUIRED DFE AND UNTIL SUCH TIME APPROVAL FOR REQUIRED UNDER-CONSTRUCTION,,590865.0,,,,,FEMA: PP:THRESHOLD: Phase 2: Shell/Complete Gasworx Parcel E3,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=023T7&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-14T13:28:13Z
